,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,0.0,0.005097499999999918,0.005199999999999921,0.005299999999999924,0.005422499999999928,0.0055124999999999254,0.005569999999999932,0.005754999999999934,0.005907499999999941,0.006019999999999948,0.006047499999999942,0.006214999999999948,0.006289999999999944,0.006337499999999954,0.006529999999999947,0.006719999999999956,0.00687249999999995,0.006902499999999951,0.0070924999999999565,0.00722249999999996
