,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,0.0,0.08099699398797557,0.12624249999999942,0.20258499999999946,0.27417499999999956,0.37515999999999966,0.4122674999999995,0.4950175000000003,0.5658425000000006,0.6131475000000006,0.6604650000000014,0.7083350000000036,0.7428550000000007,0.7393025000000023,0.7638900000000038,0.8102100000000015,0.8065275000000018,0.8146550000000026,0.831452500000002,0.8273350000000029
