,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,0.0,0.03495977011494253,0.051349809885931526,0.11087559429477012,0.15305616740088093,0.2927509469696968,0.2183371559633027,0.39029673590504393,0.5186397058823525,0.6213903061224483,0.6705965463108312,0.699407790143084,0.7059434713375785,0.7745483061480551,0.7612283737024225,0.7822338830584711,0.7632997311827958,0.81396590909091,0.8700034199726422,0.8921582733812955
