,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,0.0,0.17135749999999936,0.2979199999999994,0.40691249999999973,0.4658224999999994,0.5477474999999998,0.6313975000000015,0.7278050000000025,0.7563750000000027,0.7884800000000022,0.7686775000000022,0.8265599999999999,0.8259875000000008,0.8508124999999982,0.8680849999999979,0.8635585585585563,0.8658099999999971,0.8679174999999975,0.8711149999999952,0.8776599999999952
