,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,0.0,0.06095730027548218,0.07281733746130037,0.0744111111111111,0.28227173913043485,0.3780623100303949,0.35953222453222383,0.4967720883534131,0.6091170634920628,0.5201831210191078,0.5954832935560852,0.6333733333333338,0.8168323586744652,0.6875523012552304,0.6812414578587709,0.7783208020050137,0.6560610200364304,0.7593337264150956,0.8833099062918323,0.779860000000001
