,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,0.0,0.005139999999999918,0.005252499999999921,0.005494999999999927,0.005562499999999932,0.005767499999999934,0.005922499999999936,0.006064999999999942,0.006477499999999944,0.0065824999999999365,0.0066574999999999525,0.006939999999999953,0.007134999999999955,0.007432499999999961,0.007474999999999962,0.007877499999999961,0.008022499999999972,0.00851999999999999,0.008564999999999993,0.00877749999999999
