,0,1,2,3,4,5,6,7,8,9
0,0.8323333333333333,0.8215624999999999,0.7194270833333335,0.7538829787234039,0.8562500000000001,0.7004444444444446,0.7970212765957443,0.7805813953488373,0.7505434782608695,0.7930978260869566
1,0.7355851063829787,0.7215816326530611,0.7762234042553193,0.7067934782608696,0.7401136363636364,0.7975000000000002,0.8917261904761903,0.6991145833333335,0.8230729166666667,0.7154255319148939
2,0.7554255319148934,0.7603409090909093,0.7932608695652172,0.850568181818182,0.8245833333333331,0.839627659574468,0.70375,0.754946808510638,0.6925531914893618,0.6426086956521742
3,0.6348888888888891,0.7756914893617023,0.7392708333333333,0.6875000000000002,0.8395744680851063,0.8557777777777779,0.8013953488372092,0.7671666666666667,0.7278571428571426,0.7780729166666666
4,0.707717391304348,0.7854545454545455,0.5845408163265308,0.004010416666666668,0.0037500000000000016,0.003800000000000002,0.004250000000000002,0.003450000000000002,0.0038000000000000013,0.003214285714285716
5,0.02614999999999998,0.0033163265306122465,0.004081632653061227,0.0034500000000000012,0.003400000000000002,0.0034183673469387775,0.0035000000000000014,0.0043500000000000014,0.003400000000000002,0.003650000000000002
6,0.0032653061224489814,0.004100000000000002,0.004350000000000003,0.004200000000000002,0.0035714285714285735,0.0039000000000000024,0.0033163265306122465,0.0035000000000000014,0.003800000000000002,0.003400000000000002
7,0.0033500000000000014,0.003775510204081635,0.0042857142857142885,0.003850000000000002,0.003775510204081635,0.003800000000000002,0.004300000000000002,0.0035500000000000015,0.004250000000000001,0.0035714285714285735
8,0.004600000000000003,0.003200000000000002,0.0037000000000000015,0.0032500000000000016,0.003900000000000001,0.004450000000000002,0.004300000000000002,0.003500000000000002,0.003650000000000001,0.004150000000000002
9,0.004336734693877553,0.004400000000000002,0.003350000000000002,0.003385416666666668,0.003200000000000002,0.003400000000000002,0.003950000000000002,0.0029500000000000017,0.0034500000000000012,0.0037500000000000016
