,0,1,2,3,4,5,6,7,8,9
0,0.8443888888888884,0.8105232558139535,0.8601666666666665,0.8624999999999997,0.6734239130434783,0.7865697674418602,0.756734693877551,0.8322959183673466,0.772340425531915,0.7522222222222222
1,0.759836956521739,0.7867441860465114,0.7424468085106379,0.8245930232558137,0.7141666666666664,0.7821511627906976,0.7490909090909089,0.7118333333333333,0.7739534883720929,0.8140306122448979
2,0.6399489795918366,0.7934090909090908,0.8165306122448979,0.7355555555555556,0.8343181818181815,0.8632065217391302,0.820611111111111,0.8146666666666665,0.6088043478260868,0.7910416666666665
3,0.8898404255319146,0.7800555555555555,0.7913636363636364,0.8518478260869565,0.8094148936170212,0.6783673469387754,0.8317441860465117,0.7750000000000001,0.6537209302325582,0.8489673913043478
4,0.8440760869565217,0.7820744680851065,0.715923913043478,0.769414893617021,0.7274999999999999,0.7267045454545452,0.8978333333333334,0.7836666666666665,0.7401499999999999,0.6824999999999999
5,0.72703125,0.6843229166666664,0.7358000000000001,0.6653999999999999,0.7034499999999998,0.7021000000000001,0.6419499999999999,0.7680729166666667,0.6718,0.6949489795918368
6,0.6416326530612245,0.6537499999999999,0.6026499999999998,0.6804081632653061,0.6687755102040817,0.6761224489795916,0.7180102040816327,0.7159693877551018,0.6076499999999999,0.7188
7,0.6443499999999998,0.7277999999999999,0.7358673469387754,0.6693877551020408,0.6814499999999998,0.7427551020408164,0.7131632653061225,0.7537500000000001,0.7586500000000003,0.8495408163265306
8,0.6534183673469389,0.6838499999999997,0.7003499999999998,0.7063499999999999,0.6952999999999997,0.6538541666666668,0.7353571428571428,0.6833999999999999,0.7009183673469385,0.6057499999999999
9,0.7019500000000001,0.7781999999999999,0.6956632653061225,0.6361224489795918,0.6518367346938774,0.7769387755102042,0.73525,0.6817346938775507,0.6337755102040817,0.6683854166666666
