,0,1,2,3,4,5,6,7,8,9
0,0.8864000000000003,0.7979499999999998,0.7508500000000001,0.7697499999999999,0.7362999999999998,0.85,0.8131632653061224,0.7832291666666666,0.7976000000000001,0.8811999999999998
1,0.7567999999999997,0.6893500000000001,0.7272959183673469,0.7243999999999999,0.73245,0.7267999999999999,0.85075,0.7286499999999999,0.7205999999999997,0.69455
2,0.8064,0.8275999999999998,0.81375,0.75405,0.7785204081632653,0.7628499999999998,0.7720999999999998,0.7778000000000003,0.79155,0.7143999999999998
3,0.6627500000000002,0.69565,0.7631500000000001,0.7402,0.7983999999999996,0.6465000000000002,0.7727999999999998,0.7631000000000001,0.7415425531914893,0.8853125
4,0.8523,0.7526499999999998,0.6901,0.8129000000000004,0.7285,0.80935,0.7265957446808512,0.8190957446808512,0.7525520833333336,0.7808510638297872
5,0.7512499999999995,0.6791500000000003,0.77345,0.6888541666666668,0.7026063829787232,0.7724999999999999,0.8615425531914891,0.8155500000000001,0.8123499999999997,0.8770744680851064
6,0.7402500000000002,0.77985,0.7062244897959185,0.8286979166666665,0.701808510638298,0.8089893617021275,0.8171938775510205,0.8619897959183673,0.87965,0.861377551020408
7,0.7826530612244894,0.7454000000000001,0.7342,0.7704591836734692,0.8249999999999996,0.8195833333333332,0.6882812499999998,0.7298979591836735,0.7561734693877551,0.7538000000000001
8,0.7327499999999999,0.5264500000000001,0.7714499999999999,0.7795833333333334,0.8640104166666668,0.7204591836734694,0.7727604166666664,0.8254081632653059,0.7376530612244896,0.7370918367346939
9,0.8650500000000001,0.8487499999999997,0.7472999999999999,0.7930612244897959,0.8174468085106382,0.7680102040816326,0.7818367346938776,0.7716836734693879,0.7485416666666665,0.8342391304347825
