,0,1,2,3,4,5,6,7,8,9,10
0,0.0,0.6759722222222224,0.8776587301587304,0.9053856382978722,0.8980159705159703,0.9337300319488818,0.9205958549222794,0.9329373368146211,0.9545506535947712,0.9456412103746396,0.9421746575342465
