,0
0,0.4221511627906976
1,0.385909090909091
2,0.3267732558139536
3,0.42616197183098586
4,0.3172402597402598
5,0.38134868421052664
6,0.3353731343283582
7,0.263840579710145
8,0.29896153846153856
